feature,coef
struct__avg_word_length,3.49537447788593
struct__domain_social,2.3781107845991416
struct__punct_density,1.7304858375052683
tfidf__to,1.4251834406977208
struct__avg_sentence_length,1.3828296464089143
struct__word_count,1.2611563939854908
tfidf__causal,1.1688753917963117
tfidf__see,1.1409210663095242
tfidf__to see,1.1409210663095242
tfidf__now,1.0441598549063587
tfidf__are,0.9583944669175735
tfidf__of,0.9523925590007485
tfidf__an,0.9431631980028234
tfidf__persistent,0.9255757387103896
tfidf__potential,0.9093893876342658
tfidf__both,0.886739691490004
tfidf__the conversation,0.884164091156047
tfidf__following,0.884164091156047
tfidf__conversation,0.884164091156047
tfidf__following the,0.884164091156047
tfidf__progress,0.884164091156047
tfidf__inference the,0.8465374112271369
tfidf__key variables,0.8465374112271369
tfidf__inference,0.8465374112271369
tfidf__limiting,0.8465374112271369
tfidf__has predominantly,0.8465374112271369
tfidf__gap through,0.8465374112271369
tfidf__gap,0.8465374112271369
tfidf__designs limiting,0.8465374112271369
tfidf__existing literature,0.8465374112271369
tfidf__literature on,0.8465374112271369
tfidf__designs,0.8465374112271369
tfidf__cross sectional,0.8465374112271369
tfidf__cross,0.8465374112271369
tfidf__cohort study,0.8465374112271369
tfidf__cohort,0.8465374112271369
tfidf__causal inference,0.8465374112271369
tfidf__years preliminary,0.8465374112271369
tfidf__between key,0.8465374112271369
tfidf__association 05,0.8465374112271369
tfidf__association,0.8465374112271369
tfidf__limiting causal,0.8465374112271369
tfidf__through prospective,0.8465374112271369
tfidf__05 between,0.8465374112271369
tfidf__research addresses,0.8465374112271369
tfidf__three,0.8465374112271369
tfidf__this gap,0.8465374112271369
tfidf__the present,0.8465374112271369
tfidf__study spanning,0.8465374112271369
tfidf__spanning three,0.8465374112271369
tfidf__spanning,0.8465374112271369
tfidf__significant association,0.8465374112271369
tfidf__variables,0.8465374112271369
tfidf__sectional designs,0.8465374112271369
tfidf__sectional,0.8465374112271369
tfidf__relied on,0.8465374112271369
tfidf__years,0.8465374112271369
tfidf__relied,0.8465374112271369
tfidf__prospective cohort,0.8465374112271369
tfidf__prospective,0.8465374112271369
tfidf__present research,0.8465374112271369
tfidf__present,0.8465374112271369
tfidf__preliminary results,0.8465374112271369
tfidf__preliminary,0.8465374112271369
tfidf__predominantly,0.8465374112271369
tfidf__on cross,0.8465374112271369
tfidf__three years,0.8465374112271369
tfidf__predominantly relied,0.8465374112271369
tfidf__05,0.8465374112271369
tfidf__addresses this,0.8465374112271369
tfidf__addresses,0.8465374112271369
tfidf__recommendations,0.8268952292448056
tfidf__much potential,0.8229823283351859
tfidf__moving,0.8229823283351859
tfidf__things,0.8229823283351859
tfidf__there so,0.8229823283351859
tfidf__really fascinating,0.8229823283351859
tfidf__really,0.8229823283351859
tfidf__there,0.8229823283351859
tfidf__approach it,0.8229823283351859
tfidf__quickly things,0.8229823283351859
tfidf__quickly,0.8229823283351859
tfidf__are moving,0.8229823283351859
tfidf__are your,0.8229823283351859
tfidf__moving on,0.8229823283351859
tfidf__much,0.8229823283351859
tfidf__see how,0.8229823283351859
tfidf__here if,0.8229823283351859
tfidf__potential here,0.8229823283351859
tfidf__what are,0.8229823283351859
tfidf__how,0.8229823283351859
tfidf__how quickly,0.8229823283351859
tfidf__we approach,0.8229823283351859
tfidf__fascinating to,0.8229823283351859
tfidf__fascinating,0.8229823283351859
tfidf__if we,0.8229823283351859
tfidf__things are,0.8229823283351859
tfidf__if,0.8229823283351859
tfidf__thoughtfully,0.8229823283351859
tfidf__your thoughts,0.8229823283351859
tfidf__it thoughtfully,0.8229823283351859
tfidf__so much,0.8229823283351859
tfidf__thoughtfully what,0.8229823283351859
tfidf__of the,0.807564939984959
tfidf__mount,0.7982080749713527
tfidf__to mount,0.7982080749713527
tfidf__term planning,0.7982080749713527
tfidf__emerges coalition,0.7982080749713527
tfidf__coalition,0.7982080749713527
tfidf__letter urging,0.7982080749713527
tfidf__emerges,0.7982080749713527
tfidf__concerns over,0.7982080749713527
tfidf__mount as,0.7982080749713527
tfidf__term,0.7982080749713527
tfidf__as new,0.7982080749713527
tfidf__tensions,0.7982080749713527
tfidf__new evidence,0.7982080749713527
tfidf__allocation,0.7982080749713527
tfidf__allocation and,0.7982080749713527
tfidf__tensions about,0.7982080749713527
tfidf__letter,0.7982080749713527
tfidf__about resource,0.7982080749713527
tfidf__continue to,0.7982080749713527
tfidf__resource allocation,0.7982080749713527
tfidf__resource,0.7982080749713527
tfidf__reflects deeper,0.7982080749713527
tfidf__immediate,0.7982080749713527
tfidf__reflects,0.7982080749713527
tfidf__immediate action,0.7982080749713527
tfidf__open letter,0.7982080749713527
tfidf__open,0.7982080749713527
tfidf__researchers has,0.7982080749713527
tfidf__planning,0.7982080749713527
tfidf__the debate,0.7982080749713527
tfidf__urging immediate,0.7982080749713527
tfidf__urging,0.7982080749713527
tfidf__of researchers,0.7982080749713527
tfidf__evidence emerges,0.7982080749713527
tfidf__continue,0.7982080749713527
tfidf__coalition of,0.7982080749713527
tfidf__deeper,0.7982080749713527
tfidf__debate reflects,0.7982080749713527
tfidf__issued,0.7982080749713527
tfidf__issued an,0.7982080749713527
tfidf__has issued,0.7982080749713527
tfidf__an open,0.7982080749713527
tfidf__action,0.7982080749713527
tfidf__action the,0.7982080749713527
tfidf__deeper tensions,0.7982080749713527
tfidf__and long,0.7982080749713527
tfidf__debate,0.7982080749713527
tfidf__long term,0.7982080749713527
tfidf__as,0.7408182449798608
tfidf__stakeholders,0.723261172809127
tfidf__are now,0.723261172809127
tfidf__experts,0.723261172809127
tfidf__about,0.7223926509170494
tfidf__attention,0.6870380273137217
tfidf__so,0.6681642271299982
tfidf__thoughts,0.6283862596367004
tfidf__developments,0.5920934086061446
tfidf__analysts,0.5920934086061446
tfidf__and stakeholder,0.5613638023856632
tfidf__recommendations are,0.5613638023856632
tfidf__evidence and,0.5613638023856632
tfidf__of persistent,0.5613638023856632
tfidf__unique,0.5613638023856632
tfidf__unique challenges,0.5613638023856632
tfidf__case,0.5613638023856632
tfidf__case analysis,0.5613638023856632
tfidf__failure recommendations,0.5613638023856632
tfidf__stakeholder consultation,0.5613638023856632
tfidf__failure,0.5613638023856632
tfidf__the governance,0.5613638023856632
tfidf__jurisdictions this,0.5613638023856632
tfidf__analysis,0.5613638023856632
tfidf__jurisdictions,0.5613638023856632
tfidf__six jurisdictions,0.5613638023856632
tfidf__existing regulatory,0.5613638023856632
tfidf__on comparative,0.5613638023856632
tfidf__address drawing,0.5613638023856632
tfidf__across six,0.5613638023856632
tfidf__analysis across,0.5613638023856632
tfidf__in empirical,0.5613638023856632
tfidf__ill,0.5613638023856632
tfidf__ill equipped,0.5613638023856632
tfidf__and areas,0.5613638023856632
tfidf__best,0.5613638023856632
tfidf__best practices,0.5613638023856632
tfidf__persistent failure,0.5613638023856632
tfidf__six,0.5613638023856632
tfidf__address,0.5613638023856632
tfidf__governance,0.5613638023856632
tfidf__study identifies,0.5613638023856632
tfidf__areas of,0.5613638023856632
tfidf__grounded,0.5613638023856632
tfidf__comparative case,0.5613638023856632
tfidf__comparative,0.5613638023856632
tfidf__are grounded,0.5613638023856632
tfidf__to address,0.5613638023856632
tfidf__governance of,0.5613638023856632
tfidf__are ill,0.5613638023856632
tfidf__regulatory frameworks,0.5613638023856632
tfidf__consultation,0.5613638023856632
tfidf__identifies best,0.5613638023856632
tfidf__presents unique,0.5613638023856632
tfidf__presents,0.5613638023856632
tfidf__regulatory,0.5613638023856632
tfidf__stakeholder,0.5613638023856632
tfidf__equipped,0.5613638023856632
tfidf__equipped to,0.5613638023856632
tfidf__grounded in,0.5613638023856632
tfidf__challenges that,0.5613638023856632
tfidf__practices,0.5613638023856632
tfidf__practices and,0.5613638023856632
tfidf__document highlights,0.5224321967798704
tfidf__conversation around,0.5224321967798704
tfidf__cooperation is,0.5224321967798704
tfidf__solution,0.5224321967798704
tfidf__the release,0.5224321967798704
tfidf__is being,0.5224321967798704
tfidf__cooperation,0.5224321967798704
tfidf__comprehensive new,0.5224321967798704
tfidf__both progress,0.5224321967798704
tfidf__intensified following,0.5224321967798704
tfidf__comprehensive,0.5224321967798704
tfidf__international cooperation,0.5224321967798704
tfidf__of comprehensive,0.5224321967798704
tfidf__essential to,0.5224321967798704
tfidf__essential,0.5224321967798704
tfidf__cited,0.5224321967798704
tfidf__the document,0.5224321967798704
tfidf__urgent attention,0.5224321967798704
tfidf__cited as,0.5224321967798704
tfidf__meaningful,0.5224321967798704
tfidf__to any,0.5224321967798704
tfidf__made and,0.5224321967798704
tfidf__new report,0.5224321967798704
tfidf__made,0.5224321967798704
tfidf__meaningful solution,0.5224321967798704
tfidf__intensified,0.5224321967798704
tfidf__international,0.5224321967798704
tfidf__document,0.5224321967798704
tfidf__urgent,0.5224321967798704
tfidf__that require,0.5224321967798704
tfidf__and persistent,0.5224321967798704
tfidf__release,0.5224321967798704
tfidf__progress made,0.5224321967798704
tfidf__around,0.5224321967798704
tfidf__release of,0.5224321967798704
tfidf__as essential,0.5224321967798704
tfidf__require urgent,0.5224321967798704
tfidf__being,0.5224321967798704
tfidf__being cited,0.5224321967798704
tfidf__persistent gaps,0.5224321967798704
tfidf__any,0.5224321967798704
tfidf__any meaningful,0.5224321967798704
tfidf__highlights both,0.5224321967798704
tfidf__has intensified,0.5224321967798704
tfidf__require,0.5224321967798704
tfidf__highlights,0.5224321967798704
tfidf__report the,0.5224321967798704
tfidf__report,0.5224321967798704
tfidf__attention international,0.5224321967798704
tfidf__long,0.516054748095443
tfidf__causal mechanisms,0.5157569986898091
tfidf__further longitudinal,0.5157569986898091
tfidf__models further,0.5157569986898091
tfidf__multifaceted,0.5157569986898091
tfidf__multifaceted dimensions,0.5157569986898091
tfidf__capture both,0.5157569986898091
tfidf__assess,0.5157569986898091
tfidf__the multifaceted,0.5157569986898091
tfidf__assess causal,0.5157569986898091
tfidf__challenges reductive,0.5157569986898091
tfidf__nuances,0.5157569986898091
tfidf__nuances the,0.5157569986898091
tfidf__contribute to,0.5157569986898091
tfidf__employing,0.5157569986898091
tfidf__employing mixed,0.5157569986898091
tfidf__contribute,0.5157569986898091
tfidf__qualitative,0.5157569986898091
tfidf__models,0.5157569986898091
tfidf__investigates,0.5157569986898091
tfidf__reductive theoretical,0.5157569986898091
tfidf__reductive,0.5157569986898091
tfidf__an evolving,0.5157569986898091
tfidf__is recommended,0.5157569986898091
tfidf__study investigates,0.5157569986898091
tfidf__recommended to,0.5157569986898091
tfidf__literature that,0.5157569986898091
tfidf__recommended,0.5157569986898091
tfidf__longitudinal,0.5157569986898091
tfidf__longitudinal research,0.5157569986898091
tfidf__and qualitative,0.5157569986898091
tfidf__theoretical models,0.5157569986898091
tfidf__to an,0.5157569986898091
tfidf__to assess,0.5157569986898091
tfidf__mechanisms,0.5157569986898091
tfidf__approach to,0.5157569986898091
tfidf__methods,0.5157569986898091
tfidf__methods approach,0.5157569986898091
tfidf__quantitative patterns,0.5157569986898091
tfidf__investigates the,0.5157569986898091
tfidf__to capture,0.5157569986898091
tfidf__quantitative,0.5157569986898091
tfidf__qualitative nuances,0.5157569986898091
tfidf__that challenges,0.5157569986898091
tfidf__mixed methods,0.5157569986898091
tfidf__capture,0.5157569986898091
tfidf__dimensions of,0.5157569986898091
tfidf__dimensions,0.5157569986898091
tfidf__patterns and,0.5157569986898091
tfidf__findings contribute,0.5157569986898091
tfidf__evolving,0.5157569986898091
tfidf__evolving body,0.5157569986898091
tfidf__body of,0.5157569986898091
tfidf__of literature,0.5157569986898091
tfidf__both quantitative,0.5157569986898091
tfidf__body,0.5157569986898091
tfidf__research is,0.5157569986898091
tfidf__patterns,0.5157569986898091
tfidf__way to,0.5150723048432617
tfidf__is happening,0.5150723048432617
tfidf__long way,0.5150723048432617
tfidf__now it,0.5150723048432617
tfidf__for while,0.5150723048432617
tfidf__people engaging,0.5150723048432617
tfidf__with it,0.5150723048432617
tfidf__encouraging,0.5150723048432617
tfidf__progress is,0.5150723048432617
tfidf__but progress,0.5150723048432617
tfidf__see more,0.5150723048432617
tfidf__we still,0.5150723048432617
tfidf__have long,0.5150723048432617
tfidf__more people,0.5150723048432617
tfidf__to go,0.5150723048432617
tfidf__seriously,0.5150723048432617
tfidf__seriously we,0.5150723048432617
tfidf__still,0.5150723048432617
tfidf__conversation about,0.5150723048432617
tfidf__still have,0.5150723048432617
tfidf__while now,0.5150723048432617
tfidf__been following,0.5150723048432617
tfidf__go,0.5150723048432617
tfidf__it encouraging,0.5150723048432617
tfidf__happening,0.5150723048432617
tfidf__go but,0.5150723048432617
tfidf__it seriously,0.5150723048432617
tfidf__engaging,0.5150723048432617
tfidf__engaging with,0.5150723048432617
tfidf__encouraging to,0.5150723048432617
tfidf__concerns,0.5010013284190757
tfidf__existing,0.5002393016699325
tfidf__areas,0.4748107676994682
tfidf__theoretical,0.4594002828476454
tfidf__evidence,0.4581938721659218
tfidf__concept of,0.44734687004246393
tfidf__concept,0.44734687004246393
tfidf__methodological standardization,0.44734687004246393
tfidf__methodological,0.44734687004246393
tfidf__interpretations,0.44734687004246393
tfidf__need for,0.44734687004246393
tfidf__frameworks have,0.44734687004246393
tfidf__proposes,0.44734687004246393
tfidf__proposes an,0.44734687004246393
tfidf__have produced,0.44734687004246393
tfidf__scholarly,0.44734687004246393
tfidf__underscoring the,0.44734687004246393
tfidf__space within,0.44734687004246393
tfidf__competing interpretations,0.44734687004246393
tfidf__inconsistent,0.44734687004246393
tfidf__standardization this,0.44734687004246393
tfidf__standardization,0.44734687004246393
tfidf__contemporary,0.44734687004246393
tfidf__contemporary scholarly,0.44734687004246393
tfidf__contested,0.44734687004246393
tfidf__contested space,0.44734687004246393
tfidf__discourse divergent,0.44734687004246393
tfidf__inconsistent empirical,0.44734687004246393
tfidf__integrative,0.44734687004246393
tfidf__to reconcile,0.44734687004246393
tfidf__underscoring,0.44734687004246393
tfidf__integrative framework,0.44734687004246393
tfidf__for methodological,0.44734687004246393
tfidf__divergent,0.44734687004246393
tfidf__divergent theoretical,0.44734687004246393
tfidf__reconcile,0.44734687004246393
tfidf__paper proposes,0.44734687004246393
tfidf__the need,0.44734687004246393
tfidf__within contemporary,0.44734687004246393
tfidf__produced,0.44734687004246393
tfidf__findings underscoring,0.44734687004246393
tfidf__produced inconsistent,0.44734687004246393
tfidf__the concept,0.44734687004246393
tfidf__reconcile competing,0.44734687004246393
tfidf__theoretical frameworks,0.44734687004246393
tfidf__empirical findings,0.44734687004246393
tfidf__an integrative,0.44734687004246393
tfidf__scholarly discourse,0.44734687004246393
tfidf__framework,0.44734687004246393
tfidf__framework to,0.44734687004246393
tfidf__occupies contested,0.44734687004246393
tfidf__occupies,0.44734687004246393
tfidf__within,0.44734687004246393
tfidf__drawn significant,0.4441556383694044
tfidf__far reaching,0.4441556383694044
tfidf__far,0.4441556383694044
tfidf__experts suggest,0.4441556383694044
tfidf__drawn,0.4441556383694044
tfidf__developments surrounding,0.4441556383694044
tfidf__reaching though,0.4441556383694044
tfidf__coordinated,0.4441556383694044
tfidf__coordinated response,0.4441556383694044
tfidf__could,0.4441556383694044
tfidf__could be,0.4441556383694044
tfidf__have drawn,0.4441556383694044
tfidf__surrounding,0.4441556383694044
tfidf__significant attention,0.4441556383694044
tfidf__alike experts,0.4441556383694044
tfidf__though the,0.4441556383694044
tfidf__implications could,0.4441556383694044
tfidf__impact,0.4441556383694044
tfidf__alike,0.4441556383694044
tfidf__impact remains,0.4441556383694044
tfidf__analysts and,0.4441556383694044
tfidf__reaching,0.4441556383694044
tfidf__and policymakers,0.4441556383694044
tfidf__full,0.4441556383694044
tfidf__seen,0.4441556383694044
tfidf__from analysts,0.4441556383694044
tfidf__the full,0.4441556383694044
tfidf__multiple stakeholders,0.4441556383694044
tfidf__be far,0.4441556383694044
tfidf__remains to,0.4441556383694044
tfidf__calling for,0.4441556383694044
tfidf__calling,0.4441556383694044
tfidf__be seen,0.4441556383694044
tfidf__the implications,0.4441556383694044
tfidf__multiple,0.4441556383694044
tfidf__attention from,0.4441556383694044
tfidf__new developments,0.4441556383694044
tfidf__stakeholders are,0.4441556383694044
tfidf__policymakers alike,0.4441556383694044
tfidf__full impact,0.4441556383694044
tfidf__seen multiple,0.4441556383694044
tfidf__for coordinated,0.4441556383694044
tfidf__policymakers,0.4441556383694044
tfidf__now calling,0.4441556383694044
tfidf__solutions,0.437254373932335
tfidf__as one,0.4037824699924795
tfidf__leading institutions,0.4037824699924795
tfidf__according,0.4037824699924795
tfidf__recommendations aimed,0.4037824699924795
tfidf__now engaged,0.4037824699924795
tfidf__is emerging,0.4037824699924795
tfidf__experts from,0.4037824699924795
tfidf__challenges of,0.4037824699924795
tfidf__engaged,0.4037824699924795
tfidf__the defining,0.4037824699924795
tfidf__defining,0.4037824699924795
tfidf__engaged in,0.4037824699924795
tfidf__determine,0.4037824699924795
tfidf__dialogue to,0.4037824699924795
tfidf__dialogue,0.4037824699924795
tfidf__stakeholders across,0.4037824699924795
tfidf__aimed,0.4037824699924795
tfidf__aimed at,0.4037824699924795
tfidf__determine next,0.4037824699924795
tfidf__of recommendations,0.4037824699924795
tfidf__decade,0.4037824699924795
tfidf__causes,0.4037824699924795
tfidf__causes stakeholders,0.4037824699924795
tfidf__at addressing,0.4037824699924795
tfidf__defining challenges,0.4037824699924795
tfidf__leading,0.4037824699924795
tfidf__decade experts,0.4037824699924795
tfidf__recently released,0.4037824699924795
tfidf__emerging as,0.4037824699924795
tfidf__according to,0.4037824699924795
tfidf__the root,0.4037824699924795
tfidf__in dialogue,0.4037824699924795
tfidf__root,0.4037824699924795
tfidf__one,0.4037824699924795
tfidf__institutions,0.4037824699924795
tfidf__institutions have,0.4037824699924795
tfidf__one of,0.4037824699924795
tfidf__from leading,0.4037824699924795
tfidf__root causes,0.4037824699924795
tfidf__have outlined,0.4037824699924795
tfidf__addressing the,0.4037824699924795
tfidf__addressing,0.4037824699924795
tfidf__series,0.4037824699924795
tfidf__outlined,0.4037824699924795
tfidf__steps,0.4037824699924795
tfidf__next,0.4037824699924795
tfidf__outlined series,0.4037824699924795
tfidf__the decade,0.4037824699924795
tfidf__recently,0.4037824699924795
tfidf__across sectors,0.4037824699924795
tfidf__sectors,0.4037824699924795
tfidf__sectors are,0.4037824699924795
tfidf__to determine,0.4037824699924795
tfidf__emerging,0.4037824699924795
tfidf__released data,0.4037824699924795
tfidf__next steps,0.4037824699924795
tfidf__series of,0.4037824699924795
tfidf__to recently,0.4037824699924795
tfidf__way,0.4016887373986114
tfidf__what,0.3858730696220681
tfidf__significant,0.3678171267938777
tfidf__here,0.3601843136460016
tfidf__to be,0.35050244842257094
tfidf__discourse,0.3211590622567351
tfidf__need,0.27370640536391366
tfidf__hopeful,0.26292440172482084
tfidf__spent the,0.26292440172482084
tfidf__focus,0.26292440172482084
tfidf__the opportunities,0.26292440172482084
tfidf__spent,0.26292440172482084
tfidf__genuinely,0.26292440172482084
tfidf__the morning,0.26292440172482084
tfidf__genuinely hopeful,0.26292440172482084
tfidf__focus on,0.26292440172482084
tfidf__the challenges,0.26292440172482084
tfidf__hopeful yes,0.26292440172482084
tfidf__morning reading,0.26292440172482084
tfidf__are the,0.26292440172482084
tfidf__let,0.26292440172482084
tfidf__reading,0.26292440172482084
tfidf__reading about,0.26292440172482084
tfidf__real,0.26292440172482084
tfidf__real but,0.26292440172482084
tfidf__and came,0.26292440172482084
tfidf__are real,0.26292440172482084
tfidf__so are,0.26292440172482084
tfidf__yes,0.26292440172482084
tfidf__challenges are,0.26292440172482084
tfidf__let focus,0.26292440172482084
tfidf__yes the,0.26292440172482084
tfidf__away genuinely,0.26292440172482084
tfidf__opportunities let,0.26292440172482084
tfidf__opportunities,0.26292440172482084
tfidf__on solutions,0.26292440172482084
tfidf__but so,0.26292440172482084
tfidf__away,0.26292440172482084
tfidf__morning,0.26292440172482084
tfidf__came away,0.26292440172482084
tfidf__turning point,0.25093522144853786
tfidf__turning,0.25093522144853786
tfidf__that have,0.25093522144853786
tfidf__observers,0.25093522144853786
tfidf__for reform,0.25093522144853786
tfidf__noting that,0.25093522144853786
tfidf__noting,0.25093522144853786
tfidf__closely,0.25093522144853786
tfidf__point the,0.25093522144853786
tfidf__potential turning,0.25093522144853786
tfidf__closely watching,0.25093522144853786
tfidf__cautiously optimistic,0.25093522144853786
tfidf__observers remain,0.25093522144853786
tfidf__resisted,0.25093522144853786
tfidf__resisted easy,0.25093522144853786
tfidf__that recent,0.25093522144853786
tfidf__underscores,0.25093522144853786
tfidf__watching developments,0.25093522144853786
tfidf__cautiously,0.25093522144853786
tfidf__watching,0.25093522144853786
tfidf__underscores long,0.25093522144853786
tfidf__optimistic about,0.25093522144853786
tfidf__optimistic,0.25093522144853786
tfidf__events,0.25093522144853786
tfidf__events mark,0.25093522144853786
tfidf__standing,0.25093522144853786
tfidf__remain cautiously,0.25093522144853786
tfidf__standing structural,0.25093522144853786
tfidf__structural issues,0.25093522144853786
tfidf__prospects,0.25093522144853786
tfidf__long standing,0.25093522144853786
tfidf__solutions observers,0.25093522144853786
tfidf__analysts are,0.25093522144853786
tfidf__mark,0.25093522144853786
tfidf__issues,0.25093522144853786
tfidf__mark potential,0.25093522144853786
tfidf__situation underscores,0.25093522144853786
tfidf__issues that,0.25093522144853786
tfidf__are closely,0.25093522144853786
tfidf__related,0.25093522144853786
tfidf__prospects for,0.25093522144853786
tfidf__recent events,0.25093522144853786
tfidf__about prospects,0.25093522144853786
tfidf__have resisted,0.25093522144853786
tfidf__related to,0.25093522144853786
tfidf__easy,0.25093522144853786
tfidf__easy solutions,0.25093522144853786
tfidf__developments related,0.25093522144853786
tfidf__approach,0.2458768655231064
tfidf__reform,0.2458438292289742
tfidf__at,0.23927927577179725
tfidf__frameworks,0.2338635079876344
tfidf__areas has,0.22578684117872314
tfidf__digital,0.22233023392619683
tfidf__divide,0.22233023392619683
tfidf__in rural,0.22233023392619683
tfidf__rural,0.22233023392619683
tfidf__rural areas,0.22233023392619683
tfidf__digital divide,0.22233023392619683
tfidf__divide in,0.22233023392619683
tfidf__space,0.22183732199843798
tfidf__energy policy,0.22163749374163494
tfidf__nuclear,0.22163749374163494
tfidf__nuclear energy,0.22163749374163494
tfidf__new,0.2137661560927432
tfidf__water scarcity,0.20480256776934536
tfidf__water,0.20480256776934536
tfidf__scarcity,0.20480256776934536
tfidf__gig,0.2010065920968176
tfidf__economy labor,0.2010065920968176
tfidf__gig economy,0.2010065920968176
tfidf__rights,0.2010065920968176
tfidf__labor rights,0.2010065920968176
tfidf__labor,0.2010065920968176
tfidf__economy,0.2010065920968176
tfidf__identifies,0.1933519735587921
tfidf__gaps that,0.18761399592325806
tfidf__gaps,0.18761399592325806
tfidf__this study,0.1864416804549898
tfidf__editing,0.18013982140549528
tfidf__ethics,0.18013982140549528
tfidf__editing ethics,0.18013982140549528
tfidf__gene,0.18013982140549528
tfidf__gene editing,0.18013982140549528
tfidf__further,0.17073724804920556
tfidf__shortages,0.15620509731252322
tfidf__housing,0.15620509731252322
tfidf__housing shortages,0.15620509731252322
tfidf__urban,0.15620509731252322
tfidf__urban housing,0.15620509731252322
tfidf__on gene,0.15541812744419456
tfidf__energy,0.15451772049620807
tfidf__ethics there,0.15226103988982842
tfidf__we,0.15170675043627982
tfidf__competing,0.14442573565828212
tfidf__of gig,0.1413473582789038
tfidf__have,0.14026981292662147
tfidf__hiring there,0.134419644962748
tfidf__remain,0.13304005063718238
tfidf__around digital,0.13090994883727422
tfidf__people,0.13068094643778694
tfidf__biodiversity,0.12946092109954335
tfidf__biodiversity loss,0.12946092109954335
tfidf__loss,0.12946092109954335
tfidf__about water,0.127791196824499
tfidf__algorithmic bias,0.1233595396703336
tfidf__in hiring,0.1233595396703336
tfidf__bias,0.1233595396703336
tfidf__bias in,0.1233595396703336
tfidf__hiring,0.1233595396703336
tfidf__algorithmic,0.1233595396703336
tfidf__of nuclear,0.12014551842204357
tfidf__around algorithmic,0.11764691946547469
tfidf__transit investment,0.11565576290434186
tfidf__transit,0.11565576290434186
tfidf__public transit,0.11565576290434186
tfidf__investment,0.11565576290434186
tfidf__policy presents,0.11329310475373482
tfidf__about student,0.11252574649499694
tfidf__crisis,0.11202183778799234
tfidf__student debt,0.11202183778799234
tfidf__debt crisis,0.11202183778799234
tfidf__debt,0.11202183778799234
tfidf__student,0.11202183778799234
tfidf__hiring has,0.11180300048154496
tfidf__on digital,0.10753997287530596
tfidf__over urban,0.10654600059581545
tfidf__shortages continue,0.10654600059581545
tfidf__of aging,0.10424566285813185
tfidf__across,0.10394458368645905
tfidf__crisis for,0.10246268320197774
tfidf__of remote,0.10184145274140027
tfidf__rights presents,0.1013912992634894
tfidf__study,0.10071194311051554
tfidf__investment has,0.09473404540933834
tfidf__of supply,0.09439911105902049
tfidf__of biodiversity,0.09374695141770018
tfidf__safety there,0.09216902897626061
tfidf__of gene,0.09046497044361622
tfidf__on autonomous,0.08975394845704045
tfidf__on algorithmic,0.08956560406383558
tfidf__challenges continue,0.08932331030061909
tfidf__adoption continue,0.08852000832728965
tfidf__over renewable,0.08852000832728965
tfidf__over election,0.08811471596433998
tfidf__concerns continue,0.08811471596433998
tfidf__nations there,0.08623264745605684
