feature,coef
tfidf__crisis is,0.08420201877063828
tfidf__data student,0.08420201877063828
tfidf__campaigns has,0.0835159892108575
tfidf__on student,0.08103400458377945
tfidf__be,0.0808052215076144
tfidf__about urban,0.08038821770915089
tfidf__ethics has,0.08011276073120684
tfidf__scarcity for,0.08010610946643067
tfidf__shortages for,0.07870198736145968
tfidf__productivity employing,0.07819722687749993
tfidf__productivity there,0.07755156362915176
tfidf__of digital,0.07529587950775307
tfidf__policy for,0.07511283254360551
tfidf__of data,0.07435223312803202
tfidf__misinformation has,0.07358640604455151
tfidf__about nuclear,0.0728502938595219
tfidf__over aging,0.07218154395479735
tfidf__over antibiotic,0.07148481778983223
tfidf__resistance continue,0.07148481778983223
tfidf__of social,0.0712827193440102
tfidf__investment employing,0.07050251743379451
tfidf__of public,0.06898034487979553
tfidf__surrounding remote,0.06710085182112552
tfidf__misinformation presents,0.06522492505789085
tfidf__investment there,0.06450455920558158
tfidf__hiring is,0.06406086307399123
tfidf__data algorithmic,0.06406086307399123
tfidf__on nuclear,0.06319304342226982
tfidf__milestones continue,0.06249878473991337
tfidf__over space,0.06249878473991337
tfidf__scarcity and,0.06137420206049912
tfidf__debates presents,0.06022121805518366
tfidf__around water,0.05912569908346697
tfidf__about gig,0.05875263233419209
tfidf__ethics occupies,0.05869880644042001
tfidf__trends there,0.05833852033011879
tfidf__debates has,0.05773444559186255
tfidf__challenges employing,0.057080376767008556
tfidf__loss employing,0.056275825096673664
tfidf__adoption presents,0.055901519167762294
tfidf__of climate,0.054875712253164594
tfidf__on public,0.05428343604607204
tfidf__of genomic,0.054277733261967234
tfidf__disruptions employing,0.05426295178972288
tfidf__loss has,0.05416388698065747
tfidf__around renewable,0.053475677437646196
tfidf__productivity occupies,0.053008022649088125
tfidf__strategies employing,0.05294004184843402
tfidf__of algorithmic,0.05274171013731478
tfidf__of education,0.052405634607519444
tfidf__surrounding water,0.051526418482869825
tfidf__productivity have,0.05075986315225414
tfidf__over artificial,0.05044313211284978
tfidf__regulation continue,0.05044313211284978
tfidf__challenges occupies,0.049376825522026026
tfidf__safety employing,0.04937093518014342
tfidf__loss is,0.04857154461094158
tfidf__data biodiversity,0.04857154461094158
tfidf__resistance presents,0.04694626143153153
tfidf__data food,0.04678780914476966
tfidf__nations is,0.04678780914476966
tfidf__resistance has,0.04672595081033362
tfidf__about renewable,0.046093037353108365
tfidf__trends employing,0.04603989210137491
tfidf__education reform,0.04509927008353747
tfidf__reform debates,0.04509927008353747
tfidf__education,0.04509927008353747
tfidf__milestones there,0.0448212269499056
tfidf__challenges presents,0.04435485912347641
tfidf__about biodiversity,0.04433452044344611
tfidf__around social,0.043708992664423844
tfidf__milestones occupies,0.043009645851453206
tfidf__surrounding economic,0.04300457405649674
tfidf__empirical,0.042589475515609994
tfidf__breakthroughs occupies,0.04257765365496701
tfidf__of economic,0.04236964042775121
tfidf__around urban,0.042279799174461695
tfidf__challenges there,0.04223781212289785
tfidf__of autonomous,0.04186177955971727
tfidf__key,0.041521154865911986
tfidf__of water,0.04128216035335478
tfidf__around supply,0.04082964639510965
tfidf__data urban,0.040729240831614194
tfidf__shortages is,0.040729240831614194
tfidf__around food,0.04051420010950915
tfidf__data education,0.03918367391723121
tfidf__debates is,0.03918367391723121
tfidf__breakthroughs there,0.03874321831748077
tfidf__scarcity has,0.03850753421352336
tfidf__legislation occupies,0.03768236399408713
tfidf__surrounding urban,0.037343817355461544
tfidf__of urban,0.03733754094775733
tfidf__to digital,0.03705259711120157
tfidf__areas noting,0.03705259711120157
tfidf__disruptions occupies,0.036698851492674496
tfidf__around public,0.036562154402888555
tfidf__policy has,0.03652472736024077
tfidf__surrounding supply,0.03623713238799848
tfidf__surrounding education,0.03566023325782758
tfidf__of space,0.03528693390472665
tfidf__loss occupies,0.03506731418236661
tfidf__to public,0.0348627399366519
tfidf__investment noting,0.0348627399366519
tfidf__of renewable,0.03443891603763499
tfidf__trends is,0.03420870011745851
tfidf__data economic,0.03420870011745851
tfidf__to gig,0.034193338327538375
tfidf__rights noting,0.034193338327538375
tfidf__scarcity have,0.03402191698324768
tfidf__campaigns occupies,0.03357371952110957
tfidf__of antibiotic,0.033271348389973567
tfidf__challenges and,0.03308560214155352
tfidf__safety occupies,0.03297064928978103
tfidf__surrounding renewable,0.03281246147195901
tfidf__surrounding public,0.03250260614305628
tfidf__surrounding autonomous,0.03249466792355084
tfidf__crisis has,0.03247574007505528
tfidf__volatility presents,0.031770034073140024
tfidf__around antibiotic,0.031408225743372715
tfidf__shortages noting,0.030773658959209433
tfidf__to urban,0.030773658959209433
tfidf__indicate statistically,0.030580998484687386
tfidf__between,0.030580998484687386
tfidf__indicate,0.030580998484687386
tfidf__statistically significant,0.030580998484687386
tfidf__statistically,0.030580998484687386
tfidf__results indicate,0.030580998484687386
struct__domain_news,0.030421227148224293
tfidf__regulation is,0.03008271821903208
tfidf__data artificial,0.03008271821903208
tfidf__regulation occupies,0.02999787927075215
tfidf__to supply,0.029934215031851685
tfidf__disruptions noting,0.029934215031851685
tfidf__of artificial,0.029391860539941004
tfidf__surrounding aging,0.029216033098254355
tfidf__shortages have,0.028998758053323092
tfidf__surrounding mental,0.028831968423022263
tfidf__investment for,0.02871189403253985
tfidf__about public,0.02871189403253985
tfidf__data genomic,0.027638413888645505
tfidf__breakthroughs is,0.027638413888645505
tfidf__on biodiversity,0.027316485739635285
tfidf__concerns occupies,0.02729797899655594
tfidf__strategies occupies,0.026910211920842957
tfidf__surrounding antibiotic,0.026607037706853815
tfidf__on gig,0.026436706322717003
tfidf__data climate,0.025558266936175106
tfidf__strategies is,0.025558266936175106
tfidf__about gene,0.025456034833209126
tfidf__loss for,0.025398085168603052
tfidf__surrounding space,0.02534801079332907
tfidf__to mental,0.025122381246046373
tfidf__campaigns noting,0.025122381246046373
tfidf__safety,0.0249385579801833
tfidf__vehicle safety,0.0249385579801833
tfidf__autonomous,0.0249385579801833
tfidf__autonomous vehicle,0.0249385579801833
tfidf__vehicle,0.0249385579801833
tfidf__infrastructure there,0.024894369256950214
tfidf__adoption for,0.024806735714736163
tfidf__about food,0.02472594545938222
tfidf__to food,0.024604960115495702
tfidf__nations noting,0.024604960115495702
tfidf__regulation there,0.02455727172510528
tfidf__disruptions have,0.024398096089714206
tfidf__rights for,0.024373347161993856
tfidf__challenges,0.024271158397816274
tfidf__surrounding climate,0.023550968113089082
tfidf__challenges is,0.02255960425131376
tfidf__data vaccine,0.02255960425131376
tfidf__nations,0.022254371486917883
tfidf__security in,0.022254371486917883
tfidf__developing nations,0.022254371486917883
tfidf__security,0.022254371486917883
tfidf__developing,0.022254371486917883
tfidf__food,0.022254371486917883
tfidf__food security,0.022254371486917883
tfidf__in developing,0.022254371486917883
tfidf__ethics have,0.022126651990260468
tfidf__challenges noting,0.02160936294276667
tfidf__to vaccine,0.02160936294276667
tfidf__investment have,0.020605432741694928
tfidf__trends have,0.020556194947423802
tfidf__of mental,0.020402467588385383
tfidf__legislation has,0.020232417552359896
tfidf__of cryptocurrency,0.020202287483849248
tfidf__on data,0.020175924200590757
tfidf__on antibiotic,0.020043744786736446
tfidf__about education,0.019827157098016506
tfidf__about supply,0.01981490132065281
tfidf__on education,0.019499226982633674
tfidf__surrounding cryptocurrency,0.01835869677507325
tfidf__infrastructure occupies,0.017931657518719894
tfidf__policy have,0.01726341655250972
tfidf__about data,0.017068026462786087
tfidf__debates have,0.01684888831161834
tfidf__of cybersecurity,0.0166598189362617
tfidf__campaigns have,0.01611927579863512
tfidf__disruptions has,0.015830813494253745
tfidf__about aging,0.015579728083927269
tfidf__of election,0.015138684074066884
tfidf__on mental,0.015098747150593396
tfidf__privacy,0.015000439747434063
tfidf__legislation,0.015000439747434063
tfidf__privacy legislation,0.015000439747434063
tfidf__data privacy,0.015000439747434063
tfidf__milestones noting,0.01492642028738698
tfidf__to space,0.01492642028738698
tfidf__supply,0.01466436456528863
tfidf__supply chain,0.01466436456528863
tfidf__chain,0.01466436456528863
tfidf__chain disruptions,0.01466436456528863
tfidf__disruptions,0.01466436456528863
tfidf__adoption have,0.01450944970674989
tfidf__to climate,0.014471436078152718
tfidf__strategies noting,0.014471436078152718
tfidf__hiring have,0.013537298509353729
tfidf__about vaccine,0.01348328211966499
tfidf__of food,0.013372673735430088
tfidf__ethics for,0.013139926182667587
tfidf__nations and,0.011503050302698523
tfidf__of vaccine,0.011426421835735496
tfidf__to cryptocurrency,0.01102867901121039
tfidf__volatility noting,0.01102867901121039
tfidf__work,0.010389263793389173
tfidf__productivity,0.010389263793389173
tfidf__remote,0.010389263793389173
tfidf__remote work,0.010389263793389173
tfidf__work productivity,0.010389263793389173
tfidf__about digital,0.010384543436417447
tfidf__regulation noting,0.009963329352099926
tfidf__to artificial,0.009963329352099926
tfidf__challenges have,0.008777835746858222
tfidf__shortages and,0.008532607992952117
tfidf__loss have,0.007249683017650802
tfidf__about election,0.006702557068754088
tfidf__rights and,0.0065906120228012635
tfidf__strategies have,0.006561829241313287
tfidf__resistance have,0.0064857628887508975
tfidf__misinformation have,0.005752575661095483
tfidf__safety has,0.005532069654304743
tfidf__about genomic,0.0051660141845970824
tfidf__nations have,0.004717287339187745
tfidf__about space,0.004477893813988908
tfidf__infrastructure has,0.004055469784812786
tfidf__areas and,0.0035833923226442667
tfidf__milestones have,0.0030852672052014973
tfidf__social,0.0029660744250166755
tfidf__social media,0.0029660744250166755
tfidf__media,0.0029660744250166755
tfidf__media misinformation,0.0029660744250166755
tfidf__misinformation,0.0029660744250166755
tfidf__safety have,0.0028027105434388034
tfidf__concerns have,0.002601321189020905
tfidf__legislation for,0.001460654697160309
tfidf__safety for,0.0013533885971416222
tfidf__about antibiotic,0.0010563746619925067
tfidf__concerns for,0.0009029023339748526
tfidf__about economic,0.0008999867914853587
tfidf__about autonomous,0.0006691656409962194
tfidf__misinformation for,0.00045356328811046857
tfidf__rights has,0.00035231936666365335
struct__exclaim_count,0.0
tfidf__rights happened,-0.0003424483440842465
tfidf__so gig,-0.0003424483440842465
tfidf__legislation happened,-0.0003538684112647045
tfidf__so data,-0.0003538684112647045
tfidf__adoption happened,-0.0003552964328186189
tfidf__so renewable,-0.0003552964328186189
tfidf__so public,-0.0003561044670804611
tfidf__investment happened,-0.0003561044670804611
tfidf__so aging,-0.0003630880525397648
tfidf__about social,-0.0003823652967042076
tfidf__disruptions and,-0.00044839785853162753
tfidf__so student,-0.0004986369132464715
tfidf__crisis happened,-0.0004986369132464715
tfidf__so supply,-0.0005117784241317915
tfidf__disruptions happened,-0.0005117784241317915
tfidf__so education,-0.0005145135050312108
tfidf__debates happened,-0.0005145135050312108
tfidf__so vaccine,-0.0005290095158070305
tfidf__ethics happened,-0.000649502197429372
tfidf__so gene,-0.000649502197429372
tfidf__so water,-0.0006549702448429204
tfidf__scarcity happened,-0.0006549702448429204
tfidf__loss happened,-0.0006645915151988094
tfidf__so biodiversity,-0.0006645915151988094
tfidf__infrastructure happened,-0.0006740502737867
tfidf__so cybersecurity,-0.0006740502737867
tfidf__so antibiotic,-0.0006742700196526041
tfidf__resistance happened,-0.0006742700196526041
tfidf__concerns happened,-0.0008178883611209379
tfidf__so election,-0.0008178883611209379
tfidf__challenges happened,-0.0008258071703684794
tfidf__so cryptocurrency,-0.0008325690038372677
tfidf__volatility happened,-0.0008325690038372677
tfidf__areas keeps,-0.0011515466052526777
tfidf__why digital,-0.0011515466052526777
tfidf__hiring keeps,-0.001196718867114993
tfidf__why algorithmic,-0.001196718867114993
tfidf__why urban,-0.0012954492895706853
tfidf__shortages keeps,-0.0012954492895706853
tfidf__legislation keeps,-0.0013207273735172944
tfidf__why data,-0.0013207273735172944
tfidf__why renewable,-0.0013983916237859822
tfidf__adoption keeps,-0.0013983916237859822
tfidf__why food,-0.0014594946439152085
tfidf__nations keeps,-0.0014594946439152085
tfidf__misinformation keeps,-0.0015646372017891926
tfidf__why social,-0.0015646372017891926
tfidf__campaigns keeps,-0.0016422487014492021
tfidf__why mental,-0.0016422487014492021
tfidf__why biodiversity,-0.001775386058834112
tfidf__loss keeps,-0.001775386058834112
tfidf__strategies keeps,-0.0019322582852234463
tfidf__why climate,-0.0019322582852234463
tfidf__areas emergency,-0.0019961439174228744
tfidf__why vaccine,-0.0020155265216555236
tfidf__why gene,-0.002060419149954326
tfidf__ethics keeps,-0.002060419149954326
tfidf__crisis emergency,-0.002245376216795361
tfidf__ethics emergency,-0.002262637667783735
tfidf__why artificial,-0.0023753583942358893
tfidf__regulation keeps,-0.0023753583942358893
tfidf__debates emergency,-0.002428888877486178
tfidf__adoption emergency,-0.0024419348447620557
tfidf__trends emergency,-0.0024600018094811642
tfidf__productivity keeps,-0.0024855084022126278
tfidf__why remote,-0.0024855084022126278
tfidf__why supply,-0.002495233929788813
tfidf__disruptions keeps,-0.002495233929788813
tfidf__strategies emergency,-0.002507805484429324
tfidf__breakthroughs keeps,-0.0025816928974031583
tfidf__why genomic,-0.0025816928974031583
tfidf__breakthroughs emergency,-0.0026184385320015715
tfidf__investment keeps,-0.0026347751640130577
tfidf__why public,-0.0026347751640130577
tfidf__regulation emergency,-0.0027708451013070965
tfidf__concerns has,-0.00292823496988372
tfidf__legislation and,-0.003060096953875268
tfidf__why education,-0.003081215152843251
tfidf__debates keeps,-0.003081215152843251
tfidf__policy emergency,-0.003349458701959642
tfidf__about climate,-0.00337382636067978
tfidf__why aging,-0.0034373907789295036
tfidf__legislation emergency,-0.0034755516023010336
tfidf__concerns keeps,-0.0035737972620731424
tfidf__why election,-0.0035737972620731424
tfidf__misinformation emergency,-0.003617535529357192
tfidf__milestones keeps,-0.0037599471857932667
tfidf__why space,-0.0037599471857932667
tfidf__volatility emergency,-0.0038748893355946366
tfidf__why cryptocurrency,-0.0039532019713334875
tfidf__volatility keeps,-0.0039532019713334875
tfidf__nations emergency,-0.004053562012432938
tfidf__challenges for,-0.004066538774738144
tfidf__scarcity emergency,-0.004419569001182269
tfidf__campaigns emergency,-0.004488557639960989
tfidf__productivity emergency,-0.0044935326531376305
tfidf__loss emergency,-0.004622935518984813
tfidf__why cybersecurity,-0.00476060840316956
tfidf__infrastructure keeps,-0.00476060840316956
tfidf__challenges emergency,-0.004768960993376669
tfidf__breakthroughs for,-0.004795869342383269
tfidf__challenges keeps,-0.005024368263262317
tfidf__safety emergency,-0.005542254770740249
tfidf__investment emergency,-0.005570420079027995
tfidf__milestones emergency,-0.005828748743678194
tfidf__shortages emergency,-0.006353822646540877
tfidf__is unhinged,-0.006429654409895511
tfidf__my timeline,-0.006429654409895511
tfidf__way more,-0.006429654409895511
tfidf__happened and,-0.006429654409895511
tfidf__happened,-0.006429654409895511
tfidf__tbh,-0.006429654409895511
tfidf__down,-0.006429654409895511
tfidf__down and,-0.006429654409895511
tfidf__be way,-0.006429654409895511
tfidf__and my,-0.006429654409895511
tfidf__to calm,-0.006429654409895511
tfidf__my,-0.006429654409895511
tfidf__calm,-0.006429654409895511
tfidf__unhinged some,-0.006429654409895511
tfidf__calm down,-0.006429654409895511
tfidf__timeline is,-0.006429654409895511
tfidf__more concerned,-0.006429654409895511
tfidf__timeline,-0.006429654409895511
tfidf__and some,-0.006429654409895511
tfidf__unhinged,-0.006429654409895511
tfidf__concerned,-0.006429654409895511
tfidf__concerned tbh,-0.006429654409895511
tfidf__concerns emergency,-0.0067247305731018125
tfidf__infrastructure emergency,-0.006866205908141342
tfidf__loss and,-0.006951921322978046
tfidf__adoption has,-0.007115889270162549
tfidf__on aging,-0.007443307738779876
tfidf__on social,-0.008142627880230591
tfidf__and honestly,-0.00859144469218463
tfidf__okay so,-0.00859144469218463
tfidf__rn thread,-0.00859144469218463
tfidf__read about,-0.00859144469218463
tfidf__why is,-0.00859144469218463
tfidf__not getting,-0.00859144469218463
tfidf__not,-0.00859144469218463
tfidf__okay,-0.00859144469218463
tfidf__read,-0.00859144469218463
tfidf__rn,-0.00859144469218463
tfidf__attention rn,-0.00859144469218463
tfidf__getting more,-0.00859144469218463
tfidf__many thoughts,-0.00859144469218463
tfidf__many,-0.00859144469218463
tfidf__so just,-0.00859144469218463
tfidf__more attention,-0.00859144469218463
tfidf__thread,-0.00859144469218463
tfidf__just read,-0.00859144469218463
tfidf__have so,-0.00859144469218463
tfidf__just,-0.00859144469218463
tfidf__getting,-0.00859144469218463
tfidf__thoughts like,-0.00859144469218463
tfidf__this not,-0.00859144469218463
tfidf__so many,-0.00859144469218463
tfidf__is this,-0.00859144469218463
tfidf__honestly have,-0.00859144469218463
tfidf__honestly,-0.00859144469218463
tfidf__like why,-0.00859144469218463
tfidf__legislation have,-0.008668591204057614
tfidf__volatility have,-0.009776188393967563
tfidf__about remote,-0.009947580028809282
tfidf__rights have,-0.010156480173414799
tfidf__areas for,-0.010188126227667989
tfidf__productivity for,-0.010336403171137347
tfidf__resistance for,-0.011106121315697182
tfidf__ethics and,-0.011984895480620258
tfidf__some of,-0.012859308819791021
tfidf__some,-0.012859308819791021
tfidf__need to,-0.012859308819791021
tfidf__of you,-0.012859308819791021
tfidf__you need,-0.012859308819791021
tfidf__breakthroughs have,-0.013817121216107718
tfidf__milestones and,-0.01431935409747635
tfidf__strategies for,-0.014482695471896501
tfidf__infrastructure have,-0.014520550504113201
tfidf__shortages has,-0.014997177869595073
tfidf__debates for,-0.015286167501886133
tfidf__ethics researchers,-0.017091264308807197
tfidf__areas the,-0.017624221960606604
tfidf__on water,-0.017663147793596103
tfidf__crisis it,-0.01857543769641448
tfidf__rights it,-0.01870613015614864
tfidf__that gig,-0.018893211454804472
tfidf__concerns and,-0.01893279696889008
tfidf__about algorithmic,-0.01942111190597904
tfidf__about cybersecurity,-0.019819576409057633
tfidf__economic,-0.019936446749243664
tfidf__economic inequality,-0.019936446749243664
tfidf__trends,-0.019936446749243664
tfidf__inequality trends,-0.019936446749243664
tfidf__inequality,-0.019936446749243664
tfidf__productivity and,-0.020010505905042573
tfidf__that water,-0.02016209354162192
tfidf__regulation have,-0.020347198754271052
tfidf__hiring for,-0.020436259674828223
tfidf__loss through,-0.020797297310511675
tfidf__examines biodiversity,-0.020797297310511675
tfidf__on remote,-0.020881786560955264
tfidf__hiring the,-0.021054838628135154
tfidf__breaking student,-0.021588184235951588
tfidf__crisis sources,-0.021588184235951588
tfidf__areas through,-0.02386060842198168
tfidf__examines digital,-0.02386060842198168
tfidf__examines student,-0.024983129588864374
tfidf__crisis through,-0.024983129588864374
tfidf__crisis and,-0.02508523496691443
tfidf__that digital,-0.025452777610344937
tfidf__on food,-0.02598901693982208
tfidf__misinformation and,-0.026114378133711695
tfidf__investment through,-0.026241930762730587
tfidf__examines public,-0.026241930762730587
tfidf__about mental,-0.026386327515883934
tfidf__shortages the,-0.02643810288222222
tfidf__safety through,-0.026497495043730977
tfidf__examines autonomous,-0.026497495043730977
tfidf__campaigns for,-0.0270585847205895
tfidf__safety researchers,-0.02744048630614591
tfidf__ethics the,-0.027736647796318174
tfidf__policy researchers,-0.02798264980822567
tfidf__rights through,-0.029240483105879997
tfidf__examines gig,-0.029240483105879997
tfidf__debates the,-0.029678432937878002
tfidf__legislation the,-0.030153542028897303
tfidf__trends researchers,-0.030179945420352728
tfidf__that economic,-0.0303137131117032
tfidf__trends has,-0.030460653683587937
tfidf__hiring it,-0.03047294990951959
tfidf__between gene,-0.03066515120867285
tfidf__energy adoption,-0.030819822200740095
tfidf__adoption,-0.030819822200740095
tfidf__renewable energy,-0.030819822200740095
tfidf__renewable,-0.030819822200740095
tfidf__misinformation through,-0.03142061344247557
tfidf__examines social,-0.03142061344247557
tfidf__milestones through,-0.03163083156409489
tfidf__examines space,-0.03163083156409489
tfidf__legislation sources,-0.031983224291581326
tfidf__breaking data,-0.031983224291581326
tfidf__volatility has,-0.0326006834009668
tfidf__disruptions sources,-0.03262469189718768
tfidf__breaking supply,-0.03262469189718768
tfidf__gets worse,-0.03262797198325093
tfidf__time,-0.03262797198325093
tfidf__but every,-0.03262797198325093
tfidf__conversations,-0.03262797198325093
tfidf__need better,-0.03262797198325093
tfidf__time it,-0.03262797198325093
tfidf__gets,-0.03262797198325093
tfidf__conversations about,-0.03262797198325093
tfidf__we need,-0.03262797198325093
tfidf__better,-0.03262797198325093
tfidf__better conversations,-0.03262797198325093
tfidf__worse we,-0.03262797198325093
tfidf__idk why,-0.03262797198325093
tfidf__keeps,-0.03262797198325093
tfidf__up,-0.03262797198325093
tfidf__up but,-0.03262797198325093
tfidf__does,-0.03262797198325093
tfidf__does the,-0.03262797198325093
tfidf__idk,-0.03262797198325093
tfidf__every,-0.03262797198325093
tfidf__discourse gets,-0.03262797198325093
tfidf__coming up,-0.03262797198325093
tfidf__fr,-0.03262797198325093
tfidf__coming,-0.03262797198325093
tfidf__keeps coming,-0.03262797198325093
tfidf__it does,-0.03262797198325093
tfidf__every time,-0.03262797198325093
tfidf__the discourse,-0.03262797198325093
tfidf__this fr,-0.03262797198325093
tfidf__worse,-0.03262797198325093
tfidf__about this,-0.03262797198325093
tfidf__examines algorithmic,-0.03280876843726752
tfidf__hiring through,-0.03280876843726752
tfidf__policy the,-0.03295638612234691
tfidf__between gig,-0.03337314872966285
tfidf__breakthroughs through,-0.03355247037794527
tfidf__examines genomic,-0.03355247037794527
tfidf__hiring and,-0.03368068358690793
tfidf__legislation researchers,-0.03429458475819569
tfidf__productivity through,-0.0343777587291699
tfidf__examines remote,-0.0343777587291699
tfidf__nations has,-0.03440439355142377
tfidf__why,-0.034418964594006
tfidf__examines supply,-0.034466977274999214
tfidf__disruptions through,-0.034466977274999214
tfidf__debates researchers,-0.034942842775823074
tfidf__between biodiversity,-0.03624251586331887
tfidf__nations it,-0.036829295027744534
tfidf__nations the,-0.03708830804939795
tfidf__examines renewable,-0.0372884186734658
tfidf__adoption through,-0.0372884186734658
tfidf__that urban,-0.037429617837358195
tfidf__crisis researchers,-0.03774282857545207
tfidf__examines water,-0.037853088353830514
tfidf__scarcity through,-0.037853088353830514
tfidf__between algorithmic,-0.0379234125697783
tfidf__breaking aging,-0.03801314453434424
tfidf__investment researchers,-0.03842861123469608
tfidf__volatility and,-0.038437445456825405
tfidf__adoption researchers,-0.03865521403022239
tfidf__resistance through,-0.03888189279915623
tfidf__examines antibiotic,-0.03888189279915623
tfidf__strategies through,-0.039722276603238425
tfidf__examines climate,-0.039722276603238425
tfidf__regulation and,-0.04055688901629637
tfidf__trends and,-0.04064846684270136
tfidf__ethics it,-0.041153308180641376
tfidf__loss researchers,-0.041328981695510164
tfidf__between education,-0.041519478645052406
tfidf__that autonomous,-0.041622228271080884
tfidf__that gene,-0.041647607981154376
tfidf__that biodiversity,-0.04189435697855721
tfidf__about artificial,-0.043271103873230334
tfidf__between student,-0.04376635027409902
tfidf__loss it,-0.043854040306655816
tfidf__productivity has,-0.04451287430058491
tfidf__safety and,-0.04456438235114433
tfidf__about cryptocurrency,-0.04542060545922882
tfidf__campaigns researchers,-0.0454451385116059
tfidf__areas have,-0.045765538739910995
tfidf__nations researchers,-0.0458870063881414
tfidf__regulation for,-0.04610717871220598
tfidf__on supply,-0.046123696944754905
tfidf__breakthroughs and,-0.04615612542724716
tfidf__breakthroughs the,-0.04622255593551029
tfidf__breaking education,-0.04631598763643888
tfidf__debates sources,-0.04631598763643888
tfidf__volatility for,-0.04688585526028446
tfidf__that student,-0.04722552771995179
tfidf__misinformation researchers,-0.04780301321214884
tfidf__between autonomous,-0.048653461839562935
tfidf__resistance,-0.04988868622505934
tfidf__antibiotic resistance,-0.04988868622505934
tfidf__antibiotic,-0.04988868622505934
tfidf__that renewable,-0.0501492712187942
tfidf__suggest the,-0.05161273210935396
tfidf__productivity it,-0.0525241070067985
tfidf__between economic,-0.0525534197760792
tfidf__that public,-0.053036313780847014
tfidf__disruptions the,-0.05503933104654304
tfidf__concerns through,-0.05565784978490508
tfidf__examines election,-0.05565784978490508
tfidf__that nuclear,-0.05572623161642355
tfidf__milestones has,-0.05629436682501951
tfidf__that cryptocurrency,-0.057781310703046734
tfidf__that mental,-0.057829598260729045
tfidf__concerns researchers,-0.0579687791754662
tfidf__adoption and,-0.058111972515466424
tfidf__responding,-0.05836753341761332
tfidf__under,-0.05836753341761332
tfidf__emergency services,-0.05836753341761332
tfidf__emergency,-0.05836753341761332
tfidf__alerted at,-0.05836753341761332
tfidf__investigation residents,-0.05836753341761332
tfidf__responding to,-0.05836753341761332
tfidf__am,-0.05836753341761332
tfidf__am the,-0.05836753341761332
tfidf__are responding,-0.05836753341761332
tfidf__under investigation,-0.05836753341761332
tfidf__local,-0.05836753341761332
tfidf__to reports,-0.05836753341761332
tfidf__to remain,-0.05836753341761332
tfidf__incident is,-0.05836753341761332
